3.8	17.5	49.8	127	440
3.9	18.9	48.5	129	440
3.9	18.6	48.5	126	450
4.1	17.4	49	128	450
3.9	18.1	48.2	126	440
4.2	17.3	47	127	430
4	17.6	49	126	440
4.2	18.5	48	125	430
4.1	17.5	49	124	440
4.2	18	47	127	440
3.9	17.9	49	126	450
3.9	17.7	49	125	440
4.2	18	48	126	440
3.9	17.6	49	128	430
4.2	18	48	125	440
3.8	18.1	49	125	440
4.3	17.7	50	124	450
4	17.7	48	125	440
3.9	18.1	49	126	440
3.9	17.8	49	125	450
4	17.9	48	126	430
4.3	17.7	49	125	440
4.3	18.1	47	126	450
4	17.9	48	126	430
4	17.9	49	127	440
4	17.7	49	127	450
3.9	17.8	48	126	440
3.8	17.6	48	125	440
4	17.9	48	125	440
3.7	17.9	48	124	450
3.9	17.4	48	127	440
4	18.1	48	126	450
4	17.9	49	124	440
4.1	17.6	47	128	440
4.1	17.7	48	126	440
3.7	17.7	49	127	450
3.8	17.8	49	128	440
4	17.7	49	124	440
3.9	17.3	49	126	440
3.8	17.5	48	125	440
4	17.8	49	128	440
3.9	17.7	48	125	450
3.8	17.5	47	123	440
4	17.8	48	125	440
4	17.6	49	127	440
3.8	17.7	47	125	440
4	17.9	48	126	430
3.9	18.1	49	124	450
3.7	17.9	48	126	440
3.8	18.1	49	125	440
4.2	18	48	125	440
3.8	17.7	49	127	450
4	17.7	47	126	440
3.9	17.6	48	126	430
3.9	17.5	49	124	450
3.8	17.3	48	126	440
3.8	18	47	126	440
4	17.7	48	124	440
4.4	18	47	125	430
3.9	18.1	48	122	430
3.8	17.5	49	129	450
4.3	17.6	48	126	450
4	17.7	49	126	440
3.9	18	48	127	430
4.1	17.5	47	123	450
3.9	17.6	48	129	430
3.6	17.7	49	124	450
4.2	18.1	47	128	430
4.2	17.7	49	127	440
3.8	18.1	48	125	440
3.7	17.9	48	125	440
3.8	17.6	48	127	440
3.9	17.7	47	128	450
4.1	17.5	49	124	440
4.2	17.9	48	126	450
4	17.8	48	124	440
3.9	18.2	49	124	430
3.7	17.7	47	126	430
3.8	17.5	48	127	440
4	17.8	49	125	440
4.2	17.5	48	124	430
4	17.5	49	125	450
4.2	17.6	48	127	440
4.2	17.7	48	126	430
3.9	17.6	48	125	440
4.2	17.9	48	126	440
4	18	49	124	430
3.9	17.5	47	128	430
4.1	17.7	49	126	440
3.9	17.6	48	125	430
4	17.7	48	125	440
4	17.5	47	126	440
4.1	17.9	49	124	440
3.9	17.56	49	127	450
4.1	18	48	124	440
4	17.8	49	127	440
3.8	17.6	49	127	430
3.7	17.5	48	126	440
4	17.8	47	128	440
3.9	18.1	49	126	450
4.3	18.1	48	127	430
4	17.7	49	125	440
4	18.1	48	127	440
4	17.9	49	125	450
3.9	17.6	48	126	440
3.8	17.7	47	125	440
4	17.5	48	124	450
3.7	17.9	48	126	440
3.9	17.8	48	127	450
4	18.2	48	126	450
4	17.7	48	125	450
4.1	17.5	49	127	460
4.1	17.8	48	126	450
3.7	17.5	47	123	440
3.8	17.5	49	127	460
4	17.6	48	124	450
3.9	17.7	49	125	450
3.8	17.6	48	126	450
4	17.9	48	125	450
3.9	17.5	49	126	460
3.8	18.9	47	126	450
4	18.6	48	123	460
4.1	17.4	49	127	460
4.2	18.1	48	125	450
3.9	17.3	48	126	460
3.9	17.6	49	124	440
4.2	18.5	46	126	450
4.1	17.5	48	127	460

