0.8	6.5	22.3	59	164
0.8	6.6	23	60	163
0.9	63.5	23	60.1	164
1	6.8	22	60	161
0.9	6.5	22	59	162
1.1	6.4	23	0.9	161
1	6.5	23	59.8	163
0.9	6.7	22	60.2	166
0.8	6.5	22	60.5	164
0.7	6.6	23	60.9	166
0.9	6.5	22	60	165
1.1	6.4	23.2	659	161
0.8	6.6	23.2	0.9	612
0.8	6.5	22	60.5	162
0.8	6.5	23	60.2	161
0.9	6.6	22.5	60	163
1.1	6.3	22.7	59	162
0.8	6.6	23	0.8	163
0.8	6.6	23	59.9	163
0.7	6.5	22	59.6	164
0.7	6.4	23	60.6	163
0.8	6.5	22	59.2	162
1.1	6.4	23	60.8	165
0.9	6.7	23	60.5	162
0.9	6	22	59.5	163
1	6.3	23	59.8	161
0.8	6.3	23	59.6	161
0.7	6.6	22	60.6	163
1	6.6	23	60.5	164
0.8	6.4	23	60.5	164
0.8	6.3	22.9	59.8	163
0.7	6.3	22.3	60.3	165
0.8	6.5	22.8	60.1	166
0.9	6.4	22.7	59.7	161
1	6.4	22.8	60.1	159
0.9	6.5	22	60.4	158
1	6.6	22.3	60.5	157
0.9	6.5	22.9	59.8	164
0.8	6.7	22.8	59.8	168
0.8	6.6	22.7	61	165
0.9	6.3	22.6	59.9	164
0.6	6.3	22.9	60.1	163
0.8	6.6	23.1	60	162
0.5	6.3	23.1	59.6	164
0.9	6.5	23	60.1	162
0.6	6.3	24	59.8	163
0.6	6.5	23	59.7	165
0.6	6.3	22	59.6	162
0.9	6.2	23	59	161
0.9	6.9	23	60	163
1	6.5	22	60.1	164
0.6	6.4	23	60	161
0.8	6.4	23	59	162
0.7	6.3	22.9	0.9	161
0.9	6.4	22.3	59.8	163
0.9	6.2	22.8	60.2	166
0.9	6.5	22.7	60.5	164
0.7	6.3	22.8	60.9	166
0.6	6.4	22	60	165
0.7	6.5	22.3	659	161
0.6	6.4	22.9	0.9	612
0.9	6.4	22.8	60.5	162
0.7	6.5	22.7	60.2	161
0.8	6.4	22.6	60	163
0.96	6.3	2.9	59	162
0.8	6	2.9	0.8	163
1	6.4	23	59.9	163
0.8	0.5	22	59.6	164
0.7	6.3	22	60.6	163
0.6	6.6	23	59.2	162
0.5	0.4	23	60.8	165
0.6	6.3	22	60.5	162
0.9	6.2	22	59.5	163
0.7	6.2	23	59.8	161
0.8	6.4	22	59.6	161
0.8	6.5	23.2	60.6	163
0.7	6.2	23.2	60.5	164
1.1	6.3	22	60.5	164
0.7	6.4	23	59.8	163
0.9	6.2	22.5	60.3	165
0.7	6.3	22.7	60.1	166
0.5	6.4	23	59.7	161
0.5	6.5	23	60.1	159
0.6	6.3	22	60.4	158
0.6	6.5	23	60.5	157
0.7	6.2	22	59.8	164
0.7	6.4	23	59.8	168
0.8	6.5	23	61	165
0.7	6.3	22	59.9	164
0.6	6.4	23	60.1	163
0.9	6.4	23	60	162
0.8	6.3	22	59.6	164
0.8	6.3	23	60.1	162
0.7	6.4	23	59.8	164
0.6	6.2	22.9	59.7	163
0.7	6.6	22.3	59.6	165
1	6.4	22.8	59.8	166
99	6.5	22.9	59.7	161
0.7	64	22.3	60.1	159
0.4	6.2	22.8	60.5	158
0.8	6.3	22.7	59.8	157
0.9	6.6	22.8	59.8	164
0.7	6.3	22	61	164
0.6	6	22.3	59.9	163
0.6	6.62	22.9	60.1	162
0.8	6.3	22.8	60	165
0.9	6.5	22.7	59.6	162
0.8	6.3	22.6	60.1	163
0.8	6.5	2.9	59.8	161
0.7	6.4	2.9	59.7	161
0.6	6.2	2.8	59.6	163
0.6	6.2	22.9	59	164
0.7	6.6	23.1	60	164
0.7	6.3	23	60.1	163
0.7	6.4	24	60	165
0.6	6.8	23	59	161
0.7	6.4	22	0.9	162
0.6	6.3	23	59.8	161
0.9	6.6	23	60.2	163
0.6	6.3	22	60.5	166
0.8	6.2	23	60.9	164
0.5	6.3	23	60	166
0.6	6.1	22.9	659	165
0.4	6.4	22.3	0.9	161
0.9	6.3	22.8	60.5	612
0.7	6.3	22.7	60.2	162
0.6	6.3	22.8	60	161
0.4	6.4	22	59	163
0.5	6.5	22.3	0.8	162
0.6	6.3	23	59.9	163
0.6	6.3	23	59.6	163

