1	5	20	53	138	580
0.9	5.2	20.1	52	139	580
0.99	5.1	20.6	53	140	590
1.2	5.4	20.2	53	138	590
1	5.2	20.2	53	139	570
0.99	5.3	5.1	54	137	580
1	5.1	20.4	52	140	590
1.1	5.3	20.6	53	140	590
1.1	5.4	20.1	53	138	580
0.9	5.6	20.2	52	139	590
0.8	5.3	20.4	53	139	580
1.1	5.3	20.3	53	139	590
1	5.6	20.2	52	138	580
1.1	5.3	20.1	53	141	560
0.7	5.3	20.3	52	139	590
1.2	5.2	20.5	51	138	590
1	5.4	20.1	52	141	570
0.8	5.3	20	52	139	600
0.9	5.4	20.2	53	138	590
0.9	5.3	20.5	52	140	580
0.8	5.4	20.4	53	140	600
0.8	5.5	20.5	52	139	590
1	5.6	20.2	53	138	600
0.9	5.2	21	52	140	590
0	5.3	20.3	53	138	600
1	5	20.5	53	141	580
0.7	5.3	20.3	52	137	590
0.9	5.2	20.2	53	138	580
0.8	5.2	20.3	52	139	560
0.9	5.3	20.4	53	141	590
0.8	5.2	20.3	52	139	590
0.7	5.4	20.2	53	138	570
0.9	5.3	20.6	52	137	600
0.8	5.6	20.4	53	137	590
0.7	5.4	20.6	52	138	580
0.9	5.4	20.5	53	139	600
0.1	5.2	20.8	52	141	590
0.8	5.3	20	53	140	600
0.8	5.2	20.5	52	141	590
0.9	5.34	20.5	53	139	600
0.8	5	21	52	138	580
1.2	5.2	20.3	53	139	590
0.9	5.3	20.3	53	137	590
0.9	5.3	20	52	140	580
0.9	5.4	20.4	53	140	590
1	5.4	19.6	51	138	580
1	5.4	20	52	139	590
0.8	5.3	19.9	53	139	580
1	5.4	20.2	52	139	560
0.8	5.5	20.3	53	138	590
1.2	5.2	19.9	54	141	590
0.8	5.4	20.4	51	139	570
0.9	5.1	19.8	53	138	600
0.8	5.4	20.2	52	141	590
1	5.2	20.2	52	139	580
0.9	5.3	20.4	53	138	600
0.88	5.2	20.3	53	140	590
0.9	5.4	20	52	140	600
0.9	5.3	20.1	53	139	590
1	5.4	20	52	138	600
0.9	5.1	19.9	53	137	580
1	5.2	20.5	52	137	590
0.8	5.4	19.5	53	138	580
0.1	5.3	20	53	139	560
0.8	5.3	20	53	141	590
0.8	5.2	19.6	52	140	590
1	5.4	19.5	53	141	570
1.1	5.2	19.6	53	139	600
0.8	5.3	19.8	52	138	590
0.9	5.5	20	53	139	580
0.8	5.3	20	52	138	590
0.8	5.4	20	53	140	590
1	5.3	20	53	140	570
0.8	5.6	19.9	52	139	580
0.9	5.1	19.6	53	138	590
0.7	5.3	19.9	52	139	590
0.7	5.1	19.8	53	140	580
0.8	5	19.7	52	138	590
	5.2	19.8	54	139	580
1	5.3	20.1	53	137	590
0.8	5.2	20	52	140	580
0.9	5.6	19.6	53	140	560
0.7	5.2	19.6	52	138	590
0.7	5.4	19.6	53	139	590
0.9	5.4	20	52	139	570
1	5.2	19.8	53	139	600
0.8	5.3	19.7	52	138	590
1.1	5.3	20	51	141	580
0.7	5.4	19.9	52	139	600
0.7	5.2	20	53	138	590
0.8	5.3	19.5	53	141	600
1.1	5.3	20.1	51	139	590
0.6	5.4	19.8	52	138	600
0.8	5.24	20	53	140	580
0.8	5.3	19.7	53	140	590
0.9	5.4	19.3	51	139	580
0.1	5.6	19.7	52	138	560
1	5.3	19.7	53	138	590
0.9	5.1	20	52	139	590
1	5	19.9	52	141	570
1.1	5.2	19.6	53	140	600
0.8	5.3	19.7	52	141	590
0.8	5.3	19.7	53	139	580
0.9	5.3	19.6	52	138	600
1	5.3	19.5	54	139	590
0.7	5.6	19.9	53	138	600
0.6	5.4	20.4	52	140	590
1	5.4	19.8	53	140	600
1	5.3	20.2	52	139	580
0.8	5.4	20.2	53	138	590
0.8	5.4	20.4	52	139	590
0.8	5.5	20.3	52	140	580
0.9	5.3	20	53	138	590
0.9	5.3	20.1	52	139	580
0.7	5.3	20	52	140	590
0.6	5.2	19.9	53	140	580
0.7	5.1	20.5	52	138	560
1.1	5.4	5.4	53	139	590
0.8	5.3	20	52	139	590
0.8	5.6	20	52	139	570
0.7	5.4	19.6	5	138	600
0.9	5.3	19.5	53	141	590
0.8	5.3	19.8	52	139	580
0.8	5.4	20	53	138	600
0.8	5.3	20.3	52	141	590
0.9	5.2	20.2	51	139	600
0.7	5.4	20.1	52	138	590
0.9	5.4	20.3	53	140	600
0.7	5.3	20.5	52	140	580
0.7	5.5	20.1	53	139	580
0.8	5.3	20.3	52	138	600

